Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？,7:？,8:？,9:？,10:？,11:？
333,2,0,0,0,0,/systemsounds,,/系统音 子命令<br>/systemsounds<br>改变系统音的音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>{{color|id=506|无子命令}}<br>　在静音与静音解除之间切换。<br>>>示例<br>/系统音 50<br>　将音量设为50。,/系统音,,228,0
334,2,0,0,0,0,/ambientsounds,,/环境音 子命令<br>/ambientsounds<br>改变环境音的音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>{{color|id=506|无子命令}}<br>　在静音与静音解除之间切换。<br>>>示例<br>/环境音 50<br>　将音量设为50。,/环境音,,228,0
335,2,0,0,0,0,/soundeffectsself,,/自身音效 子命令<br>/soundeffectsself<br>改变自身音效的音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>>>示例<br>/自身音效 50<br>　将音量设为50。,/自身音效,,228,0
336,2,0,0,0,0,/soundeffectsparty,,/小队成员音效 子命令<br>/soundeffectsparty<br>改变小队成员音效的音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>>>示例<br>/小队成员音效 50<br>　将音量设为50。,/小队成员音效,,228,0
337,2,0,0,0,0,/soundeffectsother,,/他人音效 子命令<br>/soundeffectsother<br>改变他人音效的音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>>>示例<br>/他人音效 50<br>　将音量设为50。,/他人音效,,228,0
338,2,0,0,0,0,/systemsoundsspeaker,,/扬声器系统音 子命令<br>/systemsoundsspeaker<br>改变扬声器系统音的音量。<br>※PlayStation®4版专用。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将音量设为指定的数值。<br>{{color|id=506|无子命令}}<br>　在静音与静音解除之间切换。<br>>>示例<br>/扬声器系统音 50<br>　将音量设为50。,/扬声器系统音,,228,0
339,2,0,0,0,0,/tiltcamera,,/第三人称视角俯视角度 子命令<br>/tiltcamera<br>改变角色设置中第三人称视角俯视角度的数值。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>　将第三人称视角俯视角度设为指定的数值。<br>>>示例<br>/第三人称视角俯视角度 50<br>　将第三人称视角俯视角度设为50。,/第三人称视角俯视角度,,36,0
340,2,1,2,0,0,/mountbgm,,/坐骑音乐 子命令<br>/mountbgm<br>设置系统设置中的“骑乘状态下播放音乐”。<br>>>子命令<br>{{color|id=506|开(on)}}<br>播放坐骑自带的背景音乐。<br>{{color|id=506|关(off)}}<br>不播放坐骑自带的背景音乐。<br>{{color|id=506|无子命令}}<br>在开启与关闭之间切换。,/坐骑音乐,,100,0
341,2,0,0,0,0,/performsounds,,/演奏音量 子命令<br>/performsounds<br>设置乐器演奏的音量。<br>>>子命令<br>{{color|id=506|数值(0-100)}}<br>将音量设为指定数值。<br>{{color|id=506|无子命令}}<br>在静音与静音解除之间切换。,/演奏音量,,228,0
401,1,0,0,0,0,/emote,/em,/感情表现 发言内容<br>/emote、/em<br>在本人名字后面连接发言内容作为感情表现，并发送给说话范围内的玩家。,/感情表现,,292,0
402,2,1,2,0,0,/surprised,,/惊讶 子命令<br>/surprised<br>做出惊讶的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/惊讶,,293,0
403,2,1,2,0,0,/angry,,/不满 子命令<br>/angry<br>做出不满的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/不满,,293,0
404,2,1,2,0,0,/furious,,/愤怒 子命令<br>/furious<br>做出愤怒的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/愤怒,,293,0
405,2,1,2,0,0,/blush,,/害羞 子命令<br>/blush<br>做出害羞的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/害羞,,293,0
406,2,1,2,0,0,/bow,,/行礼 子命令<br>/bow<br>做出行礼的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/行礼,,293,0
407,2,1,2,0,0,/cheer,,/加油 子命令<br>/cheer<br>做出加油的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/加油,,293,0
408,2,1,2,0,0,/clap,,/拍手 子命令<br>/clap<br>做出拍手的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/拍手,,293,0
409,2,1,2,0,0,/beckon,,/招手 子命令<br>/beckon<br>做出招手的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/招手,,293,0
410,2,1,2,0,0,/comfort,,/安慰 子命令<br>/comfort<br>做出安慰的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/安慰,,293,0
411,2,1,2,0,0,/cry,,/哭泣 子命令<br>/cry<br>做出哭泣的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/哭泣,,293,0
412,2,1,2,0,0,/dance,,/跳舞 子命令<br>/dance<br>做出跳舞的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/跳舞,,293,0
413,2,1,2,0,0,/doubt,,/质疑 子命令<br>/doubt<br>做出质疑的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/质疑,,293,0
414,2,1,2,0,0,/doze,,/打盹 子命令<br>/doze<br>做出打盹的动作。在靠近睡床的时候会躺在床上。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/打盹,,293,0
415,2,1,2,0,0,/fume,,/后悔 子命令<br>/fume<br>做出后悔的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/后悔,,293,0
416,2,1,2,0,0,/goodbye,,/道别 子命令<br>/goodbye<br>做出道别的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/道别,,293,0
417,2,1,2,0,0,/wave,,/挥手 子命令<br>/wave<br>做出挥手的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/挥手,,293,0
418,2,1,2,0,0,/huh,,/莫名 子命令<br>/huh<br>做出莫名的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/莫名,,293,0
419,2,1,2,0,0,/joy,,/高兴 子命令<br>/joy<br>做出高兴的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/高兴,,293,0
420,2,1,2,0,0,/kneel,,/下跪 子命令<br>/kneel<br>做出下跪的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/下跪,,293,0
421,2,1,2,0,0,/chuckle,,/轻笑 子命令<br>/chuckle<br>做出轻笑的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/轻笑,,293,0
422,2,1,2,0,0,/laugh,,/大笑 子命令<br>/laugh<br>做出大笑的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/大笑,,293,0
423,2,1,2,0,0,/lookout,,/张望 子命令<br>/lookout<br>做出张望的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/张望,,293,0
424,2,1,2,0,0,/me,,/展示 子命令<br>/me<br>做出展示的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/展示,,293,0
425,2,1,2,0,0,/no,,/摇头 子命令<br>/no<br>做出摇头的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/摇头,,293,0
426,2,1,2,0,0,/deny,,/否定 子命令<br>/deny<br>做出否定的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/否定,,293,0
427,2,1,2,0,0,/panic,,/慌乱 子命令<br>/panic<br>做出慌乱的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/慌乱,,293,0
428,2,1,2,0,0,/point,,/指向 子命令<br>/point<br>做出指向的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/指向,,293,0
429,2,1,2,0,0,/poke,,/戳指 子命令<br>/poke<br>做出戳指的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/戳指,,293,0
430,2,1,2,0,0,/congratulate,,/称赞 子命令<br>/congratulate<br>做出称赞的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/称赞,,293,0
431,2,1,2,0,0,/psych,,/激励 子命令<br>/psych<br>做出激励的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/激励,,293,0
432,2,1,2,0,0,/salute,,/敬礼 子命令<br>/salute<br>做出敬礼的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/敬礼,,293,0
433,2,1,2,0,0,/shocked,,/震惊 子命令<br>/shocked<br>做出震惊的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/震惊,,293,0
434,2,1,2,0,0,/shrug,,/耸肩 子命令<br>/shrug<br>做出耸肩的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/耸肩,,293,0
435,2,1,2,0,0,/rally,,/鼓励 子命令<br>/rally<br>做出鼓励的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/鼓励,,293,0
436,2,1,2,0,0,/soothe,,/安抚 子命令<br>/soothe<br>做出安慰的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/安抚,,293,0
437,2,1,2,0,0,/stagger,,/迷糊 子命令<br>/stagger<br>做出迷糊的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/迷糊,,293,0
438,2,1,2,0,0,/stretch,,/伸展 子命令<br>/stretch<br>做出伸展的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/伸展,,293,0
439,2,1,2,0,0,/sulk,,/愠怒 子命令<br>/sulk<br>做出愠怒的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/愠怒,,293,0
440,2,1,2,0,0,/think,,/思考 子命令<br>/think<br>做出思考的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/思考,,293,0
441,2,1,2,0,0,/upset,,/失望 子命令<br>/upset<br>做出失望的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/失望,,293,0
442,2,1,2,0,0,/welcome,,/欢迎 子命令<br>/welcome<br>做出欢迎的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/欢迎,,293,0
443,2,1,2,0,0,/yes,,/点头 子命令<br>/yes<br>做出点头的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/点头,,293,0
444,2,1,2,0,0,/thumbsup,,/肯定 子命令<br>/thumbsup<br>做出肯定的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/肯定,,293,0
445,2,1,2,0,0,/examineself,,/自视 子命令<br>/examineself<br>做出自视的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/自视,,293,0
446,2,1,2,0,0,/pose,,/摆造型 子命令<br>/pose<br>做出摆造型的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/摆造型,,293,0
447,2,1,2,0,0,/blowkiss,,/飞吻 子命令<br>/blowkiss<br>做出飞吻的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/飞吻,,293,0
448,2,1,2,0,0,/grovel,,/下跪认错 子命令<br>/grovel<br>做出下跪认错的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/下跪认错,,293,0
449,2,1,2,0,0,/happy,,/欣喜若狂 子命令<br>/happy<br>做出欣喜若狂的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/欣喜若狂,,293,0
450,2,1,2,0,0,/disappointed,,/大失所望 子命令<br>/disappointed<br>做出大失所望的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/大失所望,,293,0
451,1,0,0,0,0,/lounge,/sit,/坐下<br>/sit、/lounge<br>坐到地面上或身边其他可以坐在上面的场所上。处于坐下状态时输入该指令会站起身。<br>在坐下状态中可以使用部分情感动作。,/坐下,/坐下,37,0
453,1,0,0,0,0,/groundsit,,/坐下到地上<br>/groundsit<br>坐到地面上。<br>处于坐下状态时输入该指令会站起身。<br>在坐下状态中可以使用部分情感动作。,/坐下到地上,,37,0
455,2,1,2,0,0,/airquotes,,/引用<br>/airquotes<br>做出引用的动作。用两只手表示出引号，一般指当前发言内容为引用自其他人，不过多数情况下有讽刺的意思。<br>※该情感动作只有动作，没有文字提示。,/引用,,293,0
456,2,1,2,0,0,/gcsalute,,/军礼 子命令<br>/gcsalute<br>以黑涡团的标准行军礼。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/军礼,,293,0
457,2,1,2,0,0,/gcsalute,,/军礼 子命令<br>/gcsalute<br>以双蛇党的标准行军礼。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/军礼,,293,0
458,2,1,2,0,0,/gcsalute,,/军礼 子命令<br>/gcsalute<br>以恒辉队的标准行军礼。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/军礼,,293,0
459,2,1,2,0,0,/pray,,/祈祷 子命令<br>/pray<br>做出祈祷的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/祈祷,,293,0
460,2,1,2,0,0,/imperialsalute,,/帝国式军礼 子命令<br>/imperialsalute<br>以帝国的标准行军礼。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/帝国式军礼,,293,0
461,2,1,2,0,0,/visor,,/头部装备<br>/visor<br>对头部装备进行操作。<br>※针对可以开合以及有明暗表现等功能的装备。,/头部装备,,301,0
463,2,1,2,0,0,/megaflare,,/百万核爆 子命令<br>/megaflare<br>放出百万核爆般的光芒。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/百万核爆,,293,0
464,2,1,2,0,0,/crimsonlotus,,/练武 子命令<br>/crimsonlotus<br>开始练武。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/练武,,293,0
465,2,1,2,0,0,/charmed,,/魅惑拥抱 子命令<br>/charmed<br>被魅惑拥抱魅惑。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/魅惑拥抱,,293,0
466,2,1,2,0,0,/cheeron,,/声援小蓝 子命令<br>/cheeron<br>做出声援小蓝的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/声援小蓝,,293,0
467,2,1,2,0,0,/cheerwave,,/声援小黄 子命令<br>/cheerwave<br>做出声援小黄的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/声援小黄,,293,0
468,2,1,2,0,0,/cheerjump,,/声援小红 子命令<br>/cheerjump<br>做出声援小红的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/声援小红,,293,0
469,2,1,2,0,0,/straightface,/straight,/平常 子命令<br>/straightface<br>表现出面无表情的样子。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/平常,,293,0
470,2,1,2,0,0,/smile,,/微笑 子命令<br>/smile<br>脸上浮出微笑。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/微笑,,293,0
471,2,1,2,0,0,/grin,,/笑颜 子命令<br>/grin<br>脸上露出笑颜。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/笑颜,,293,0
472,2,1,2,0,0,/smirk,,/自信 子命令<br>/smirk<br>做出自信的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/自信,,293,0
473,2,1,2,0,0,/taunt,,/无畏 子命令<br>/taunt<br>做出无所畏惧的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/无畏,,293,0
474,2,1,2,0,0,/shuteyes,/shut,/闭目 子命令<br>/shuteyes<br>闭上眼睛。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/闭目,,293,0
475,2,1,2,0,0,/sad,,/悲伤 子命令<br>/sad<br>做出悲伤的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/悲伤,,293,0
476,2,1,2,0,0,/scared,/fear,/恐怖 子命令<br>/scared<br>做出感到害怕的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/恐怖,,293,0
477,2,1,2,0,0,/amazed,/awe,/意外 子命令<br>/amazed<br>做出意外的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/意外,,293,0
478,2,1,2,0,0,/ouch,/ow,/痛苦 子命令<br>/ouch<br>做出痛苦的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/痛苦,,293,0
479,2,1,2,0,0,/annoyed,/annoy,/反感 子命令<br>/annoyed<br>做出不耐烦的反感表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/反感,,293,0
480,2,1,2,0,0,/alert,,/吃惊 子命令<br>/alert<br>做出突然发现什么情况的吃惊表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/吃惊,,293,0
481,2,1,2,0,0,/worried,/worry,/担心 子命令<br>/worried<br>做出很担心的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/担心,,293,0
482,2,1,2,0,0,/biggrin,,/咧嘴 子命令<br>/biggrin<br>做出咧嘴的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/咧嘴,,293,0
483,2,1,2,0,0,/reflect,,/沉思 子命令<br>/reflect<br>做出沉思的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/沉思,,293,0
484,2,1,2,0,0,/furrow,,/皱眉 子命令<br>/furrow<br>做出皱眉的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/皱眉,,293,0
485,2,1,2,0,0,/scoff,,/苦笑 子命令<br>/scoff<br>做出苦笑的表情。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/苦笑,,293,0
486,2,1,2,0,0,/throw,,/投掷 子命令<br>/throw<br>做出投掷的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/投掷,,293,0
491,2,1,2,0,0,/changepose,/cpose,/改变姿势<br>/changepose、/cpose<br>改变当前的姿势。<br>※该指令只会做出动作，不会显示文字提示。,/改变姿势,,37,0
502,2,1,2,0,0,/stepdance,/sdance,/踢踏舞 子命令<br>/stepdance、/sdance<br>跳起踢踏舞。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/踢踏舞,,293,0
503,2,1,2,0,0,/harvestdance,/hdance,/丰饶之舞 子命令<br>/harvestdance、/hdance<br>跳起丰饶之舞。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/丰饶之舞,,293,0
504,2,1,2,0,0,/balldance,/bdance,/宫廷之舞 子命令<br>/balldance、/bdance<br>跳起宫廷之舞。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/宫廷之舞,,293,0
505,2,1,2,0,0,/mandervilledance,/mdance,/绅士之舞 子命令<br>/mandervilledance、/mdance<br>跳起绅士之舞。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/绅士之舞,,293,0
506,2,1,2,0,0,/stroke,,/抚摸 子命令<br>/stroke<br>做出抚摸的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/抚摸,,293,0
507,2,1,2,0,0,/handover,,/递交 子命令<br>/handover<br>做出递交的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/递交,,293,0
510,2,1,2,0,0,/bombdance,,/火盆舞 子命令<br>/bombdance<br>跳起火盆舞。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/火盆舞,,293,0
511,2,1,2,0,0,/hurray,,/胜利欢呼(欢呼) 子命令<br>/hurray<br>做出胜利的欢呼动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/胜利欢呼,/欢呼,293,0
512,2,1,2,0,0,/slap,,/甩巴掌 子命令<br>/slap<br>做出甩巴掌的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/甩巴掌,,293,0
513,2,1,2,0,0,/hug,,/拥抱 子命令<br>/hug<br>做出拥抱对方的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/拥抱,,293,0
514,2,1,2,0,0,/embrace,,/深情拥抱 子命令<br>/embrace<br>做出深情拥抱对方的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/深情拥抱,,293,0
515,2,1,2,0,0,/hildibrand,/hildy,/绅士风度(/绅士) 子命令<br>/hildibrand、/hildy<br>做出最具有绅士风度的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/绅士风度,/绅士,293,0
516,2,1,2,0,0,/fistbump,/fist,/对拳 子命令<br>/fistbump、/fist<br>做出对拳的动作。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/对拳,,293,0
519,2,1,2,0,0,/thavdance,/tdance,/萨维奈舞 子命令<br>/thavdance、/tdance<br>跳起萨维奈舞。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/萨维奈舞,,293,0
520,2,1,2,0,0,/golddance,/gdance,/黄金之舞 子命令<br>/golddance、/gdance<br>跳起黄金之舞。<br>>>子命令<br>{{color|id=506|动作(motion)}}<br>只做动作。<br>{{color|id=506|无子命令}}<br>做出动作并显示文字提示。,/黄金之舞,,293,0
