Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？
1902,1,0,152093,0,<br>使用{{color|id=506|遗忘水}}遗忘后天性竞赛能力后，可以通过提升竞赛等级习得新的能力。<br><br>花费金碟币可以换到{{color|id=506|陆行鸟竞赛教材}}，虽然价格较贵，但优点是可以习得任意的竞赛能力。,,
1910,1,0,152101,0,<br>竞赛陆行鸟的竞赛等级达到40级了！<br><br>达到40级的竞赛陆行鸟即使申请退役也可作为{{color|id=506|退役陆行鸟}}留下来进行{{color|id=506|配种}}。,,
1911,1,0,152102,0,<br>通过配种诞生的新陆行鸟，其各项能力将根据双亲的{{color|id=506|血统}}、{{color|id=506|血统等级}}来决定。<br><br>血统等级代表陆行鸟能力的大致强度，血统则是可以直观地看到与同血统等级的陆行鸟相比，哪几项更加优秀。,,
1912,1,0,152103,0,<br>双亲中血统等级较低的一方会对新陆行鸟的血统等级造成较大影响。<br><br>新陆行鸟作为竞赛陆行鸟的能力也是通过血统来决定的。因不确定会受到双亲哪一边的影响，所以有时也会有相当平凡的陆行鸟诞生。,,
1913,1,0,152104,0,<br>可以通过金碟币募集{{color|id=506|配种用陆行鸟}}与退役陆行鸟配种。<br><br>虽然募集来的陆行鸟拥有怎样的特征完全是看运气，但先慢慢通过配种将血统等级提升上去为佳。,,
1920,1,0,152111,0,<br>使用获得的卡片，将卡片收录进幻卡列表后，可以打开快捷指令里的{{color|id=506|金碟游乐场}}，选择{{color|id=506|卡组一览}}编辑对局用卡组。<br><br>在卡组编辑、对局规则方面有任何疑问，都可以向幻卡大师进行咨询。,,
1921,1,0,152112,0,<br>组建完卡组后即可开始尝试幻卡挑战。<br>最初可以试着挑战幻卡大师。<br><br>确认对局条件后选好卡组则对局开始！,,
1930,1,0,152121,0,<br>欢迎来到九宫幻卡的世界。<br>艾欧泽亚的卡片爱好者们都期待着与你一战。<br><br>可进行对局的非玩家角色头顶都会带有左图所示的图标。,,
1931,1,0,152122,0,<br>在冒险者行会、巴斯卡隆酒家等人多、热闹的场所还可以进行冒险者之间的幻卡挑战。<br><br>组建最强的卡组，争取成为最强的幻卡大师。,,
1940,1,0,152131,0,<br>欢迎来到神奇的{{color|id=506|曼德维尔金碟游乐场}}！<br><br>金碟游乐场为各位来场嘉宾准备了各种服务项目。,,
1941,1,0,152132,0,<br> 利用各服务项目时需要用到的{{color|id=506|金碟币}}可以在入口广场以1金碟币比10金币的兑换率同{{color|id=506|金碟币兑换员}}进行兑换。<br><br> {{color|id=500|※当手中的金碟币不到500时，可以使用金币兑换至500， 当手中的金碟币达到500或以上时，无法使用金币兑换。}},,
1942,1,0,152133,0,<br>在{{color|id=506|纪念品兑换员}}处还可以用金碟币交换到诸多礼品。<br><br>祝各位玩的开心。,,
1950,1,0,152141,0,<br>竞赛等级提升了！<br>竞赛陆行鸟的{{color|id=506|羽力}}提升后即可以参加更加高级的竞赛。<br><br>等级高的竞赛取得的报酬也会更多。<br>请努力参加更高级别的陆行鸟竞赛吧！,,
1951,1,0,152142,0,<br>{{color|id=506|羽力}}代表着陆行鸟的综合能力，竞赛等级与优良的血统都会对羽力造成影响。,,
1952,1,0,152143,0,<br>为了让羽力相近的陆行鸟能够同台竞技，各竞赛都设定有参加条件。<br><br>因此羽力提升后虽然能参加更高级的竞赛，但同时也将无法再参加低级的竞赛。,,
1960,1,0,152151,0,<br>获得了能工巧匠{{color|id=506|专家}}的资格！<br><br>用{{color|id=506|专家水晶}}可以换取任意能工巧匠的{{color|id=506|专家之证}}，{{color|id=506|装备}}上专家之证后，就能以专家的身份继续活跃了。,,
1961,1,0,152152,0,<br>能够成为专家的职业{{color|id=506|同时只能有3种}}，成为专家后可以使用{{color|id=506|专用技能}}，通过专用技能可以使制作变得更加轻松。<br><br>持有专家水晶的话可以随意变更与追加所需职业的专家。{{color|id=500|※专家的变更每周（地球时间）最多可以进行3次。}},,
1962,0,0,0,0,,,
1963,0,0,0,0,,,
1970,1,0,152161,0,<br>一些非玩家角色会请求冒险者帮忙寻找“收藏品”。<br><br>而且他们会根据收藏品的“收藏价值”来决定是否收藏。<br><br>确认好他们需要多少“收藏价值”的收藏品后，再去制作与采集收藏品吧！,,
1980,1,0,152171,0,<br>可以在空中自由翱翔了！<br><br>骑乘坐骑执行{{color|id=506|跳跃}}，就可以在空中自由翱翔了。,,
1981,1,0,152172,0,<br>飞行时的基本操作为{{color|id=506|“前进”“上升”“急降”}}。<br>前进：<br>　与平时的前进方式一样。<br>上升：<br>　在飞行状态下“跳跃”会变为上升。<br>急降：<br>　在飞行状态下按“拔出或收回武器”的按键可以急速下降。,,
1982,1,0,152172,0,<br>飞行时的基本操作为{{color|id=506|“前进”“上升”“急降”}}。<br>前进：<br>　与平时的前进方式一样。<br>上升：<br>　在飞行状态下{{fonticon|11|t=30}}会变为上升。<br>急降：<br>　在飞行状态下按{{fonticon|12|t=30}}+{{fonticon|13|t=30}}可以急速下降。,,
1983,0,0,0,0,,,
1990,0,0,0,0,,,
1991,0,0,0,0,,,
1992,0,0,0,0,,,
1993,0,0,0,0,,,
2000,0,0,0,0,,,
2001,0,0,0,0,,,
2002,0,0,0,0,,,
2003,0,0,0,0,,,
2010,1,0,152391,0,<br>当你积累了足够的经验，就可以选择成为一名{{color|id=506|“指导者”}}了。<br><br>指导者作为新手冒险者{{color|id=506|（新人）}}等其它冒险者的范本和楷模，必须做出表率，成为大家努力追逐的目标。<br><br>如果遇见其他陷入困难或迷茫的冒险者，请尽力支援他们。,,
2011,1,0,152392,0,<br>在被认定为指导者之后，便可以将{{color|id=506|在线状态}}设置为{{color|id=506|指导者专用在线状态}}。<br><br>{{color|id=500|※通过将在线状态设置为“指导者”，可以让其他冒险者认识到自己的指导者身份。}},,
2012,1,0,152393,0,<br>战斗指导者可以设置为下列两种。<br>　{{fonticon|79|t=18}}战斗指导者<br>　{{fonticon|81|t=18}}对战指导者<br>制作采集指导者可以设置为下列一种。<br>　{{fonticon|80|t=18}}制作采集指导者<br><br>若三种均被认定，则可以设置为不分种类的“{{fonticon|78|t=18}}指导者”，从而进行范围广泛的活动。,,
2013,1,0,152394,0,<br>作为指导者活动期间，可以邀请新人进入叫做{{color|id=506|“新人频道”}}的聊天频道中，从而更好地帮助新人。<br><br>另外，被认定为战斗指导者之后，会开放名为{{color|id=506|“随机任务：指导者”}}的随机任务，可从中获得特别报酬。<br><br>请务必作为指导者积极展开活动，支援新人。,,
2020,1,0,152211,0,<br>在这片大陆上存在着特定时间才能找到的“限时采集地点”。<br><br>仅限“限时采集地点”才能采集到的材料在采集笔记上会有所标注。<br><br>如果搞错了时间，很可能会怎么也找不到，一定要注意！,,
2030,1,0,152221,0,<br>说到采矿工就想起“岩石低吟”，说到园艺工就想起“树木低吟”。<br><br>它们能够发现采集地点在获得率方面的特殊性质，不过，有些采集地点还藏有隐藏特殊性质。,,
2031,1,0,152222,0,<br>通过学会新的职业特性，能够发现隐藏特殊性质了。<br><br>虽然不能经常发现隐藏特殊性质，不过一旦发现了请活用技能，不要放过这个好机会！,,
2040,0,0,0,0,,,
2041,0,0,0,0,,,
2050,1,0,152241,0,<br>获得了可以“精选”的道具。<br><br>“精选”道具后道具会消失，不过相对的有时候会获得贵重道具。越是“收藏价值”高的道具，精选后越容易出现贵重道具。<br><br>多多收集“收藏价值”高的收藏品，努力地进行“精选”吧！,,
2060,1,0,152251,0,<br>“未知的采集地点”中，有一部分是需要获得{{color|id=506|“传承录”}}才能被发现的{{color|id=506|“传说的采集地点”}}。<br><br>“传承录”是记载着各地关于传承的书。<br><br>使用传承录后，会在采集笔记的“特殊”类别中反映出来。,,
2061,1,0,152252,0,<br>未获得的“传承录”可以在采集笔记中确认。<br><br>获得“传承录”，在“传说的采集地点”采集珍贵的资源吧！,,
2070,0,0,0,0,,,
2071,0,0,0,0,,,
2072,0,0,0,0,,,
2073,0,0,0,0,,,
2080,0,0,0,0,,,
2090,1,0,152271,0,<br>打开{{color|id=506|宝箱}}的时候同时也会打开{{color|id=506|战利品}}的分配窗口。<br><br>如果是其他队员打开了宝箱，画面右下会弹出{{color|id=506|战利品通知}}。左键点击这个通知也会打开同样的窗口。,,
2091,1,0,152272,0,<br>战利品窗口中会显示{{color|id=506|“需求”“贪婪”“放弃”}}三个按钮。<br><br>这三个按钮表示玩家当前的希望程度。<br>需求：真的非常需要。<br>贪婪：虽然想要，但是不一定能用得到。<br>放弃：现在不需要。<br><br>当每名队员都做出选择之后便会开始进行分配。,,
2092,1,0,152273,0,<br>如果全员都表示“放弃”，战利品中的道具会被自动丢弃。不会分配给任何人。<br><br>在选择了“需求”或“贪婪”后，还会{{color|id=506|有1次选择“放弃”的机会}}，这个重新选择的机会只能在战利品还未分配出去的时候使用。,,
2093,1,0,152274,0,<br>如果在宝箱中装的是金币或不需要进行掷骰的道具，在打开宝箱时就会自动进行分配。<br><br>组队时最重要的就是和队友的交流，最好别太过于贪心，适当和队友商量一下战利品的分配方法吧。,,
2094,1,0,152271,0,<br>打开{{color|id=506|宝箱}}的时候同时也会打开{{color|id=506|战利品}}的分配窗口。<br><br>如果是其他队员打开了宝箱，画面右下会弹出{{color|id=506|战利品通知}}。选择这个通知也会打开同样的窗口。,,
2100,1,0,152281,0,<br>达到规定人数或解除人数限制的小队在参加任务副本时，能够选择{{color|id=506|仅限贪婪}}和{{color|id=506|队长分配}}这两种分配方式。<br><br>※队长可以在任务搜索器设置窗口中的分配方式里进行设定，{{color|id=500|任务中无法变更设定}}。,,
2101,1,0,152282,0,<br>在设定分配方式的时候，请先与小队成员进行商量，设定一个符合小队目的的分配方式吧。,,
2110,1,0,152291,0,<br>神殿骑士团理符和行会理符一样，分为佣兵任务、制作任务以及采集任务。不过也有与行会理符不同的地方，就是有需要10点受理限额才能领取的大规模任务。<br><br>虽然需要10点受理限额，但是会比普通的理符任务要多出许多报酬，可以节省很多时间。,,
2111,1,0,152292,0,<br>在神殿骑士团理符的佣兵任务中会出现的宝箱里有可能获得{{color|id=506|虫珀}}。<br><br>在稀少琥珀商人那里可以用虫珀换取道具。<br><br>如果收集到了虫珀，就拿去给稀少琥珀商人吧。,,
2120,1,0,152301,0,<br>{{color|id=506|收藏品}}是指提供给一些特殊客人的特别定制品。<br><br>达到客人所需求的“收藏价值”后，客人才会收藏这些收藏品。,,
2121,1,0,152302,0,<br>收藏品不能与其他同样的道具放到一起，也不能在商店进行出售。<br><br>另外，收藏品如果为可以“使用”的道具的话，虽然可以直接使用，但是不能够作为{{color|id=506|制作素材来使用}}。收藏品与普通的道具有着不一样的用法，请多注意。,,
2122,1,0,152303,0,<br>另外，制作{{color|id=506|“收藏品制作专用”}}的道具后，必定会变为“收集品”。<br><br>道具品质越高，收藏价值也就越高。<br><br>尽量制作高品质道具，交纳高收藏价值的收藏品吧！,,
2130,1,0,152311,0,<br>使用技能{{color|id=506|收藏品制作}}的话，可以获得{{color|id=506|收藏品制作}}的状态效果。<br><br>这个状态效果下制作{{color|id=506|“可以进行收藏品制作”}}的道具后，可以选择是否将制作的道具变为收藏品。,,
2131,1,0,152312,0,<br>制作时不用在意“收藏品制作”的状态效果，当做普通的制作就可以了。<br><br>制作出来的道具品质越高，那么收藏价值就越高。<br><br>如果收藏价值没有达到玩家想要的数值，那么就以普通道具来完成制作吧。,,
2132,0,0,0,0,,,
2140,1,0,152321,0,<br>使用了技能“收藏品采集”后，可以为自身附加能够采集“收藏品”的“收藏品采集”状态。,,
2141,1,0,152322,0,<br>在“收藏品采集”状态下钓鱼，可以将钓上来的鱼保存为品质恒定的“收藏品”。<br><br>“收藏品”的品质由鱼的大小来决定。为了尽量钓上来体型较大的鱼，请在钓具等方面多下一些功夫。,,
2150,1,0,152261,0,<br>在“收藏品采集”的状态效果下可以采集到“收藏品”。<br><br>试着采集一些“收藏品”吧。,,
2160,1,0,152201,0,<br>可以采集到“收藏品”了。<br><br>在采集前，先使用“甄别”技能提高道具的“稀有度”吧，稀有度越高的道具作为收藏品的“收藏价值”就越高。,,
2161,1,0,152202,0,<br>要注意的是，使用“甄别”技能后，虽然会提高“稀有度”，可是同时也会增加“负荷”，如果“负荷”超过极限的话，那么就会降低获得率。<br><br>请在不超过“负荷”极限的同时尽可能地提高“稀有度”，这样就能有效地采集出高收藏价值的收藏品了。,,
2170,1,0,152341,0,<br>可以参加游戏{{color|id=506|“萌宠之王”}}了！<br><br>萌宠之王是指挥召唤出的宠物进行对战的游戏项目。<br>通过萌宠之王游戏机就可与其他冒险者进行对战。<br>{{color|id=500|※也有可以单人磨练技术的模式！}},,
2171,1,0,152342,0,<br>战斗中通常使用{{color|id=506|“宠物热键栏”}}召唤宠物。<br><br>可以从快捷指令{{color|id=506|“金碟游乐场”}}的{{color|id=506|“萌宠之王”}}选项中选择{{color|id=506|“编辑宠物热键栏”}}，在里面将宠物设置到热键栏中。<br>{{color|id=500|※不设置宠物热键栏同样可以进行召唤。}},,
2172,1,0,152343,0,<br>在萌宠之王中，{{color|id=506|“绩点”}}体现着你的强弱。<br>绩点只会在与其他玩家对战时才会出现增减。<br>可以从快捷指令{{color|id=506|“金碟游乐场”}}的{{color|id=506|“萌宠之王”}}选项中确认自己的玩家绩点。<br>{{color|id=500|※玩家与玩家战斗时，会比较容易匹配到与自己玩家绩点相近的对手。}}<br>{{color|id=500|※在部分模式下绩点不会发生改变。}},,
2173,1,0,152344,0,<br>萌宠之王有三种游戏模式。<br>{{color|id=506|·挑战}}<br>　一个人进行游戏的模式。<br>　可以边玩边熟悉萌宠之王的操作。<br><br>{{color|id=506|·对战}}<br>　可进行令绩点增减的正式对战，<br>　也可进行练习赛。,,
2174,1,0,152345,0,<br>{{color|id=506|·大赛}}<br>　萌宠之王定期举办大赛，<br>　参加大赛即可选择此模式游戏。<br>　大赛的目标是与其他冒险者对战，<br>　以获取更多{{color|id=506|“积分”}}。<br><br>　{{color|id=500|※大赛对战有大赛专用规则。}},,
2180,1,0,152351,0,<br>在萌宠之王中使用的宠物分为4个{{color|id=506|“种类”}}。<br><br>每个种类之间相互克制，受到克制的时候会受到更多的伤害，反之则可造成更多伤害。,,
2181,1,0,152352,0,<br>{{color|id=506|·“魔物”}}<br>  对{{color|id=506|“动物”}}造成更多伤害，<br>  被{{color|id=506|“玩偶”}}攻击时受到更多伤害。<br><br>{{color|id=506|·“动物”}}<br>  对{{color|id=506|“玩偶”}}造成更多伤害，<br>  被{{color|id=506|“魔物”}}攻击时受到更多伤害。,,
2182,1,0,152353,0,<br>{{color|id=506|·“玩偶”}}<br>  对{{color|id=506|“魔物”}}造成更多伤害，<br>  被{{color|id=506|“动物”}}攻击时受到更多伤害。<br><br>{{color|id=506|·“机件”}}<br>  {{color|id=506|“机件”}}不克制任何种类，<br>  也不被任何种类克制。,,
2183,1,0,152354,0,<br>除了{{color|id=506|“种类”}}外，部分宠物还有着能对特定设施造成更多伤害的{{color|id=506|“设施特效”}}。<br><br>宠物的{{color|id=506|“种类”}}和{{color|id=506|“设施特效”}}可以在{{color|id=506|“编辑宠物热键栏”}}或战斗中开启的{{color|id=506|“萌宠之王列表”}}上进行确认。,,
2190,1,0,152361,0,<br>在对战中，场上的一些设施会产生支援效果。<br><br>{{color|id=506|·“防御盾”}}<br>　它是保护奥秘核石的设施，<br>　遭到{{color|id=506|“破坏”}}后奥秘核石受到的伤害会<br>　增加。,,
2191,1,0,152362,0,<br>{{color|id=506|·“探索眼”}}<br>　它用来在小地图与场地上探索敌人的位<br>　置，遭到{{color|id=506|“破坏”}}后小地图上将失去敌方<br>　宠物的踪影，并且也将无法在场上看到<br>　{{color|id=506|远离我方的敌人}}。,,
2192,1,0,152363,0,<br>{{color|id=506|·“萌宠之门”：介绍1}}<br>　它是用来召唤宠物的设施，<br>　我方宠物进入本方萌宠之门内可以恢复<br>　体力。<br><br>　遭到{{color|id=506|“破坏”}}后虽然不影响宠物召唤，<br>　但将会无法让宠物在此门进出。,,
2193,1,0,152364,0,<br>{{color|id=506|·“萌宠之门”：介绍2}}<br>  门内的宠物不会遭到敌方宠物的攻击。<br><br>  选择在门内退避的宠物，<br>  再将移动地点定为另一座门时，<br>  可以让宠物瞬间移动过去。,,
2194,1,0,152365,0,<br>各个设施遭到{{color|id=506|“破坏”}}后，经过一段时间都会{{color|id=506|“重启”}}过来，恢复原本的功能。<br><br>将我方宠物聚集在被破坏的设施周围，{{color|id=506|设施便能更快地重启过来。}}<br><br>{{color|id=500|※“奥秘核石”不会重启。}},,
2200,1,0,152371,0,<br>一些特定的任务带有{{color|id=508|}}标记，意为任务设有{{color|id=506|“等级调整”}}，任务难度会随角色的等级进行调整。<br><br>另外，在任务结束时，得到的经验值则会根据交任务时角色的等级进行调整。,,
2201,1,0,152372,0,<br>一些领取任务时显示有职业限制的任务只能以领取任务时的职业来完成。<br><br>任务途中若变更职业，将导致任务无法继续进行下去，敬请注意。,,
2210,1,0,152381,0,<br>一些特定的任务带有{{color|id=502|}}标记，意为任务设有{{color|id=506|“职业固定”}}，任务只能以领取任务时的职业、特职来完成。<br><br>任务途中若变更职业、特职，将导致任务无法继续进行下去，敬请注意。,,
2220,1,0,152411,0,<br>{{color|id=506|“管弦乐琴”}}是可以改变当前空间背景音乐的家具，可以在旅馆和房屋内使用。<br><br>旅馆内的管弦乐琴可以进行乐曲的播放和停止。<br><br>房屋内的管弦乐琴则可以进行乐曲的试听、播放和停止。除此之外，还可以编辑播放列表，加入{{color|id=506|最多8首}}乐曲以列表形式播放。,,
2221,1,0,152412,0,<br>想要任意变换曲目，则需要获得相应的{{color|id=506|“管弦乐琴乐谱”}}。<br><br>管弦乐琴乐谱的获得方式多种多样。获得之后作为道具使用，便可将对应曲目收录在{{color|id=506|“管弦乐琴乐谱集”}}中。<br><br>可以从快捷指令中查看管弦乐琴乐谱集的内容。,,
2222,1,0,152413,0,<br>使用房间中的管弦乐琴，可以通过以下操作进行播放、停止。<br><br>·试听：选择曲名<br>·播放：选择试听中的曲名<br>·停止：选择播放中的曲名<br><br>也可以从曲名的次级指令来进行歌曲的试听、播放、停止操作。,,
2223,1,0,152414,0,<br>房屋内的管弦乐琴除可进行乐曲的试听、播放、停止外，还可以通过{{color|id=506|“编辑播放列表”}}在播放列表中加入或删除曲目，或者改变曲目顺序。<br><br>播放列表中的曲目可以以“顺序播放”、“随机播放”或“单曲播放”的模式进行播放。,,
2224,1,0,152415,0,<br>顺序播放：按列表顺序播放加入的曲目<br>随机播放：随机播放列表中的曲目<br>单曲播放：循环播放选择的曲目<br><br>可以通过乐曲的次级指令或界面下方的按键改变播放模式。<br><br>此外，也可以点击{{color|id=506|“选择乐曲”}}，从乐谱集中选择一首乐曲进行播放。这样可以在不影响播放列表的情况下播放乐曲。,,
2230,1,0,152421,0,<br>花盆中可以种植盆栽的花或作物。<br><br>在收获前根据施加以下肥料的情况，会培养出不同颜色的花或作物。<br>绯红色油粕/青蓝色油粕/金黄色油粕<br><br>开出的花朵也可以插在“花瓶”中装饰房间。,,
2240,1,0,152431,0,<br>有时在打开寻宝找到的宝箱时，会出现“传送魔纹”。<br><br>通过接触传送魔纹，可以和小队成员一起挑战沉睡着大量财宝的宝物库。,,
2241,1,0,152432,0,<br>宝物库划分有多个“区”，越深处的区域可获得的财宝就越多。<br><br>要进入新的区域，需要先获得打开大门的钥匙，然后从复数门中选择一扇打开。,,
2242,1,0,152433,0,<br>其中会有设有陷阱的门。如果触发了陷阱，则会被强制传送回地面。<br><br>另外，宝物库不光只有一种，据说{{color|id=506|还有传送魔纹会将人传送到其他形式的宝物库中去}}。<br><br>和同伴们一起打倒宝物库的怪物，向最深处前进吧！,,
2250,1,0,152441,0,<br>{{color|id=506|“水族箱”}}是可以将钓来的鱼放进去观赏的家具。<br><br>水族箱有4种型号，不同型号可放入的鱼的数量有所不同。<br><br>可以在“水族箱设定”窗口中对{{color|id=506|“环境”、“箱内装饰”、“观赏鱼”}}进行设置。,,
2251,1,0,152442,0,<br>通过{{color|id=506|“环境”}}选项可以改变水族箱内的水环境。<br><br>水环境分为{{color|id=506|淡水}}和{{color|id=506|海水}}两种。可以将适合所选水环境的鱼放入。<br><br>通过{{color|id=506|“箱内装饰”}}选项可以改变水族箱的内饰。,,
2252,1,0,152443,0,<br>通过{{color|id=506|“观赏鱼”}}选项可以对鱼进行设置。<br><br>鱼有4种大小，每种大小将占水族箱以下容量。<br><br>·小号鱼[S]所占容量为1格<br>·中号鱼[M]所占容量为2格<br>·大号鱼[L]所占容量为4格<br>·特大号鱼[XL]所占容量为7格,,
2253,1,0,152444,0,<br>水族箱有容量限制，只能放入容量范围内的鱼。<br><br>·1级水族箱　　　容量：1<br>·2级水族箱　　　容量：2<br>·3级水族箱　　　容量：4<br>·4级水族箱　　　容量：7<br><br>可以在{{color|id=506|“观赏鱼一览”}}中确认能够放入水族箱中的鱼的种类。,,
2260,1,0,152451,0,<br>可以改变召唤兽的外貌了！<br><br>想要改变召唤兽的外貌，需要在聊天框中输入文本指令，再召唤新的召唤兽。<br><br>已经召唤出来的召唤兽是无法通过指令改变外貌的。,,
2261,1,0,152452,0,<br>文本指令为<br>{{color|id=506|/召唤兽投影 “召唤兽的名字” “外貌”}}<br><br>召唤兽的名字：<br>  指定想改变外貌的召唤兽。<br>外貌：<br>  指定想变成的外貌。<br><br>{{color|id=500|※若不指定外貌，则可以使召唤兽恢复原状。}},,
2262,1,0,152453,0,<br>文本指令的示例<br>{{color|id=506|/召唤兽投影 泰坦之灵 红宝石兽}}<br><br>执行该指令后咏唱“召唤II”，就可以将泰坦之灵以红宝石兽的模样召唤出来。<br><br>{{color|id=500|※可选择的外貌种类请参照更新笔记。}},,
2270,1,0,152461,0,<br>在身为冒险者提高名气、挑战更强的敌人时，不仅需要注意自己的职业和职业等级，还需要注意{{color|id=506|装备品级}}！<br><br>{{color|id=506|装备品级}}是表示武器、防具及饰品强度的值，装备品级越高，装备就越强。,,
2271,1,0,152462,0,<br>如果得到了高品级的装备，就立即装备上吧。<br><br>{{color|id=500|※装备品级可以通过装备的详细信息进行查看。}}<br><br>高品级的装备也可以用{{color|id=506|“亚拉戈神典石”}}等物品交换获得。,,
2272,1,0,152463,0,<br>“亚拉戈神典石”可以通过迷宫挑战及怪物狩猎等多种多样的方法获得。<br><br>所持数量可以通过快捷指令的“货币一览”进行查看。<br><br>当神典石积攒到一定数量后，就去丧灵钟等处，用神典石交换装备吧！,,
2280,1,0,152471,0,<br>冒险者装备的武器、防具及饰品上，有着表示其强度的“装备品级”。<br><br>而身上装备着的所有武器、防具及饰品的品级的平均值，被称为{{color|id=506|“平均品级”}}。,,
2281,1,0,152472,0,<br>平均品级是表示冒险者强弱的重要数值。<br><br>尽量装备品级高的装备，使自己的平均品级维持最高！<br><br>{{color|id=500|※装备的平均品级可以在快捷指令的“角色”中进行查看。}},,
2282,1,0,152473,0,<br>另外，通过任务搜索器发送高级任务的参加申请时，有时需要{{color|id=506|平均品级达到一定值以上}}，否则将无法发送参加申请。<br><br>若平均品级不足，就用亚拉戈神典石去交换装备，或在市场购买高品级装备，调整好装备后，再进行挑战吧！,,
2290,0,0,0,0,,,
2300,0,0,0,0,,,
2301,0,0,0,0,,,
2302,0,0,0,0,,,
2303,0,0,0,0,,,
2310,1,0,152501,0,<br>受到东方海洋诸神的加护，可以在水中活动了！<br><br>可以在能够{{color|id=506|潜水}}的区域进行移动。<br><br>{{color|id=500|※潜水时也可以召唤出飞行坐骑。}},,
2311,1,0,152502,0,<br>要想从水面潜入水中，需要执行{{color|id=506|“下降”}}操作。<br> <br>{{color|id=500|※点击“Ctrl＋空格键”可以执行下降操作。}}<br><br>另外，在骑乘飞行坐骑时，以一定角度接触水面可以自动潜入水中。,,
2312,1,0,152503,0,<br>要想从水面潜入水中，需要执行{{color|id=506|“下降”}}操作。<br> <br>角色处于水面时按{{fonticon|9|t=30}}键可以执行下降操作。<br><br>另外，在骑乘飞行坐骑时，以一定角度接触水面可以自动潜入水中。,,
2313,1,0,152504,0,<br>能够潜水后，就可以使用{{color|id=506|“水中情感动作”}}了。试着打开情感动作窗口，在水中翻跟头吧！<br><br>{{color|id=500|※可以在水中使用的情感动作会在右下角标有标示。}},,
2320,1,0,152511,0,<br>{{color|id=506|“任务指令”}}是只能在进行的任务或战斗中使用的专用指令。<br><br>可以使用{{color|id=506|鼠标左键}}点击界面上的指令图标来执行指令。{{color|id=500|※也可以在键位设置中进行设置。}},,
2321,1,0,152513,0,<br>{{color|id=506|“任务指令”}}是只能在进行的任务或战斗时使用的专用指令。<br><br>可以在启用十字热键栏（按下{{fonticon|14|t=30}}{{fonticon|15|t=30}}键）的状态下按{{fonticon|17|t=30}}键来执行指令。,,
2322,1,0,152512,0,<br>有一些任务指令是存在{{color|id=506|使用次数}}的。<br><br>任务指令是在执行任务中不可或缺的。把握好使用的时机，顺利完成任务吧！,,
2330,1,0,152561,0,<br>烈羽争锋{{color|id=506|“距骨研究所（机动战）”}}开放！<br><br>烈羽争锋是冒险者分成两个阵营，使用哥布林族制造的兵器互相对战的竞技任务。<br><br>前往狼狱水上竞技场可以在索伏特诺克斯处获得更多情报。,,
2340,1,0,152521,0,<br>开放了“刺鱼”。<br><br>刺鱼时需要在副手上装备捕鱼人的副工具“渔叉”。<br><br>捕鱼人的副工具可以在商店内买到。,,
2350,1,0,152531,0,<br>捕鱼人可以在水中刺下渔叉来采集道具。<br><br>通常，捕鱼人们将进行作业的目标地点称为{{color|id=506|渔场}}。,,
2351,1,0,152532,0,<br>使用技能{{color|id=506|鲨鱼之眼}}可以在一定时间内发现渔场所在地。<br><br>此时在向导地图上也会标出渔场的位置。,,
2352,1,0,152533,0,<br>发现渔场之后，靠近并选中之后即可开始进行采集作业。,,
2360,1,0,152541,0,<br>选择渔场后便可以开始刺鱼。<br><br>当有鱼出现时，渔场会冒出泡泡，此时便可以{{color|id=506|刺中}}。这时执行{{color|id=506|“刺鱼”}}，成功的话就可以有所收获。,,
2361,1,0,152542,0,<br>不同的渔叉尖刺到的鱼也有所不同。<br><br>试着替换不同的{{color|id=506|“渔叉尖”}}来进行刺鱼吧。<br><br>观察水流，选择与想要刺到的鱼相符的渔叉尖吧！,,
2370,1,0,152551,0,<br>习得了{{color|id=506|“职能技能”}}！<br><br>职能技能是符合各职业{{color|id=506|职能}}的技能。等级达到一定级别之后可以习得职能技能。职能相同的职业习得的职能技能相同。,,
2371,1,0,152552,0,<br>可以从快捷指令的{{color|id=506|角色}}中打开{{color|id=506|技能菜单}}。<br><br>可以在技能菜单中的{{color|id=506|“职能技能”}}项目中查看已经习得的职能技能。,,
2372,0,0,0,0,,,
2373,0,0,0,0,,,
2374,0,0,0,0,,,
2380,1,0,152571,0,<br>使用乐器演奏音乐的<br>{{color|id=506|“乐器演奏”}}开放！<br><br>可以通过使用技能菜单中的<br>{{color|id=506|“乐器演奏”}}中的音色技能，在画面的键盘上进行演奏。<br><br>将你的所感所想化为旋律，<br>演奏一曲试试看吧♪,,
